日期,学生ID,消费类型,消费金额,支付方式
2026-06-24,S023,食堂,14.27,校园卡
2026-06-24,S030,打印复印,5.84,支付宝
2026-06-24,S039,校园交通,4.26,校园卡
2026-06-24,S101,校园交通,4.37,微信
2026-06-24,S040,打印复印,12.72,微信
2026-06-24,S101,校园交通,1.85,微信
2026-06-24,S103,超市,6.00,微信
2026-06-24,S081,食堂,13.88,微信
2026-06-24,S113,食堂,16.28,支付宝
2026-06-24,S107,饮料,11.28,微信
2026-06-24,S035,水果店,27.23,校园卡
2026-06-24,S051,打印复印,2.27,校园卡
2026-06-24,S017,水果店,40.92,支付宝
2026-06-25,S011,食堂,9.10,校园卡
2026-06-25,S113,食堂,12.28,支付宝
2026-06-25,S102,食堂,13.17,微信
2026-06-25,S062,饮料,9.77,微信
2026-06-25,S072,打印复印,5.31,校园卡
2026-06-25,S112,食堂,14.91,校园卡
2026-06-25,S118,体育健身,10.34,支付宝
2026-06-25,S091,超市,57.54,微信
2026-06-25,S037,水果店,20.79,微信
2026-06-25,S078,食堂,13.55,校园卡
2026-06-25,S104,打印复印,1.62,微信
2026-06-25,S023,食堂,11.52,微信
2026-06-25,S044,超市,15.93,支付宝
2026-06-25,S028,超市,23.73,校园卡
2026-06-25,S003,超市,45.57,微信
2026-06-25,S015,水果店,27.90,校园卡
2026-06-25,S080,图书文具,26.96,微信
2026-06-25,S019,打印复印,2.04,支付宝
2026-06-25,S111,超市,59.13,支付宝
2026-06-25,S061,校园交通,3.59,微信
2026-06-25,S074,食堂,16.77,微信
2026-06-25,S057,饮料,3.75,支付宝
2026-06-26,S041,食堂,16.72,支付宝
2026-06-26,S060,食堂,20.94,微信
2026-06-26,S117,打印复印,7.54,微信
2026-06-26,S047,饮料,5.26,校园卡
2026-06-26,S024,打印复印,8.53,微信
2026-06-26,S093,食堂,27.15,微信
2026-06-26,S116,食堂,7.51,支付宝
2026-06-26,S113,超市,45.04,微信
2026-06-26,S077,食堂,19.41,微信
2026-06-26,S076,饮料,3.90,微信
2026-06-26,S051,食堂,17.56,校园卡
2026-06-26,S011,食堂,7.37,校园卡
2026-06-26,S002,打印复印,13.58,校园卡
2026-06-26,S046,食堂,22.63,微信
2026-06-26,S021,食堂,24.42,校园卡
2026-06-26,S010,水果店,25.31,微信
2026-06-26,S030,食堂,14.40,校园卡
2026-06-26,S068,超市,37.81,校园卡
2026-06-26,S107,食堂,8.40,支付宝
2026-06-26,S102,校园交通,1.88,微信
2026-06-26,S053,食堂,17.40,微信
2026-06-26,S017,水果店,33.20,微信
2026-06-26,S093,图书文具,67.68,支付宝
2026-06-27,S020,饮料,7.15,微信
2026-06-27,S079,超市,42.38,微信
2026-06-27,S046,饮料,9.30,校园卡
2026-06-27,S003,水果店,28.87,微信
2026-06-27,S024,体育健身,71.96,银行卡
2026-06-27,S101,校园交通,3.98,校园卡
2026-06-27,S055,打印复印,2.97,校园卡
2026-06-27,S088,打印复印,5.28,支付宝
2026-06-27,S036,超市,43.58,微信
2026-06-27,S107,超市,38.30,支付宝
2026-06-27,S100,食堂,9.63,微信
2026-06-28,S096,图书文具,33.57,支付宝
2026-06-28,S024,体育健身,48.56,校园卡
2026-06-28,S008,食堂,31.90,支付宝
2026-06-28,S082,超市,47.42,校园卡
2026-06-28,S100,超市,26.52,支付宝
2026-06-28,S039,超市,42.11,微信
2026-06-28,S065,打印复印,6.65,支付宝
2026-06-28,S025,超市,14.90,微信
2026-06-28,S119,图书文具,49.12,校园卡
2026-06-28,S075,水果店,20.54,银行卡
2026-06-28,S114,超市,45.82,微信
2026-06-28,S012,食堂,24.22,银行卡
2026-06-28,S029,图书文具,37.20,支付宝
2026-06-29,S033,食堂,10.43,银行卡
2026-06-29,S016,超市,30.98,校园卡
2026-06-29,S054,食堂,18.42,支付宝
2026-06-29,S109,食堂,18.31,校园卡
2026-06-29,S029,图书文具,17.18,银行卡
2026-06-29,S023,图书文具,57.87,校园卡
2026-06-29,S010,打印复印,6.44,校园卡
2026-06-29,S070,食堂,5.72,支付宝
2026-06-29,S024,水果店,19.63,银行卡
2026-06-29,S018,图书文具,72.19,微信
2026-06-29,S042,饮料,6.70,微信
2026-06-29,S113,食堂,7.61,微信
2026-06-29,S006,食堂,18.23,校园卡
2026-06-29,S091,超市,86.45,校园卡
2026-06-29,S030,图书文具,51.86,校园卡
2026-06-29,S070,食堂,15.53,校园卡
2026-06-29,S080,体育健身,76.13,微信
2026-06-29,S027,食堂,15.05,支付宝
2026-06-29,S113,食堂,18.80,支付宝
2026-06-29,S006,饮料,2.61,校园卡
2026-06-29,S117,食堂,12.35,校园卡
2026-06-29,S043,饮料,3.49,微信
2026-06-30,S092,超市,67.23,校园卡
2026-06-30,S096,超市,21.52,微信
2026-06-30,S096,食堂,14.17,微信
2026-06-30,S082,食堂,28.61,微信
2026-06-30,S078,食堂,18.26,校园卡
2026-06-30,S011,超市,42.82,支付宝
2026-06-30,S028,食堂,10.60,银行卡
2026-06-30,S024,打印复印,12.08,支付宝
2026-06-30,S003,食堂,24.80,校园卡
2026-06-30,S097,食堂,10.59,校园卡
2026-06-30,S083,打印复印,7.26,微信
2026-06-30,S035,图书文具,43.80,校园卡
2026-06-30,S010,图书文具,48.64,校园卡
2026-06-30,S043,水果店,19.26,支付宝
2026-06-30,S010,食堂,10.62,银行卡
2026-06-30,S068,打印复印,7.56,微信
2026-06-30,S067,打印复印,0.50,校园卡
2026-06-30,S073,水果店,19.66,微信
2026-06-30,S061,图书文具,5.19,微信
